0,15.9
1,16.9
2,16.4
3,15.7
4,15
5,16.3
6,15.6
7,15.3
8,17.5
9,17.6
10,19.4
11,19.6
12,21.1
13,20.3
14,20.9
15,21
16,19.7
17,18.1
18,16.8
19,15.7
20,15.1
21,15
22,14.8
23,14.3
