0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0.036
8,0.225
9,0.532
10,0.743
11,0.916
12,1
13,0.971
14,0.8
15,0.687
16,0.352
17,0.11
18,0
19,0
20,0
21,0
22,0
23,0
