1,0.366749622
2,0.346414324
3,0.307941008
4,0.298841818
5,0.28541551
6,0.282034997
7,0.301318876
8,0.368669247
9,0.358236215
10,0.445289114
11,0.443985105
12,0.495644141
13,0.478352718
14,0.47905321
15,0.538091217
16,0.658707748
17,0.680092989
18,0.722493626
19,1
20,0.895606103
21,0.944935835
22,0.942370663
23,0.748596793
24,0.415082599
